ONTOLOGY,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
BP,GO:0009890,negative regulation of biosynthetic process,132/748,311/1817,0.424437299,1.031019482,0.502483858,0.32951453,0.936058879,0.896872148,Q08211/Q7Z5L9/P98170/Q9Y5K6/Q9UK53/Q92841/Q96PU8/P08670/Q15233/P21333/P12956/Q00839/Q16629/Q6NT76/P13489/P35637/P06733/Q9BRX2/P09874/Q6P2E9/Q86TB9/Q6PJT7/Q14444/Q01130/P04406/Q9NZI8/P61201/P56537/P12270/P11142/P22626/P13010/Q15024/P61978/P31483/O75694/Q14103/Q12931/P14174/Q96T58/O15116/O43524/O15164/O14776/Q99497/O75534/P42771/Q9Y5V3/P05023/Q92900/Q00610/Q92945/Q13263/P98175/P27635/P11940/Q15369/Q8NC51/Q6PD62/Q8NDV7/P07814/O95071/P26368/P23246/O95758/Q9BXP5/Q14669/Q9NV92/Q9UKV3/Q9C0C2/Q04206/A5YKK6/Q06546/Q12830/O00571/Q8N7H5/Q4VCS5/P63244/Q86UE4/O75367/Q96BK5/P17844/Q56P03/Q9H7S9/Q32MZ4/Q96EY1/P05412/P84103/P26599/P38159/Q9Y303/Q9Y2L1/Q13185/Q9Y3F4/O75844/Q96F45/Q13247/P62826/Q9NYF8/P47897/Q9Y5S9/Q9NX58/Q13310/P25685/Q9GZS3/O75164/Q6Y7W6/P62195/Q8ND56/P12004/O75496/Q15631/Q9UQ80/P06748/P51114/P09211/Q9UN36/Q6W2J9/Q04637/Q12906/Q6PKG0/Q9Y230/Q9H3N1/Q9Y450/P18847/Q9NR30/O75531/P82979/Q96F44/O15294/Q9UNF1/Q92794,132
BP,GO:0009615,response to virus,23/748,51/1817,0.450980392,1.095496487,0.578491529,0.329842001,0.936058879,0.896872148,Q08211/Q9Y5K6/Q92841/P06733/Q13158/Q13283/Q9BUJ2/Q13263/Q15366/Q04206/Q9UHR5/O00571/P48643/O75844/Q16222/P26641/P07900/Q8ND56/O95292/Q12906/Q9NR30/O75531/Q96F44,23
BP,GO:0006915,apoptotic process,112/748,263/1817,0.425855513,1.034464529,0.505410876,0.329962109,0.936058879,0.896872148,P98170/Q9Y5K6/Q15233/P21333/P10809/P46379/P08238/Q9NR09/P35520/P06733/Q8WUM4/P09874/P14625/P06396/P38646/P49588/Q13158/P04406/Q15121/P11142/P07237/P99999/P61978/P04040/Q9NXR7/P31483/O14745/Q92688/Q9NS18/Q12931/Q05639/P55072/P11021/P14174/P14550/Q9NP92/O43524/P54577/P61247/O15164/Q99497/P42771/Q9Y5V3/Q13564/P98175/P27635/P04179/Q9HAF1/P61289/Q9BZZ5/P30154/Q9ULF5/P23246/P21796/Q9HCN8/Q9UKV3/Q9Y2I1/Q04206/P11413/P45880/Q8IXI1/O76021/Q96PK6/P31689/Q96B36/P00441/O00571/P63244/Q86UE4/P52565/Q9BY67/P17844/Q8IXB1/Q96EY1/P05412/P62937/Q6QNY1/Q15257/O75844/Q13247/P32119/P35221/Q9NYF8/P47897/P29966/P61165/O75164/Q15418/P07900/Q5VZE5/Q9UQ80/P06748/P51114/Q92542/P09211/Q9Y4L1/Q7Z4R8/Q9Y230/Q07820/P18847/Q14247/Q04760/P49959/O15294/O95881/Q9Y265/O43707/P30153/P02786/P62081/Q16531/P11388,112
BP,GO:0007548,sex differentiation,14/748,30/1817,0.466666667,1.133600713,0.617059433,0.33068955,0.936058879,0.896872148,Q9Y5K6/P21333/O00268/O43524/O75534/P20042/Q13162/P49321/P51659/P23921/P00441/P06213/P35221/Q02790,14
BP,GO:0031109,microtubule polymerization or depolymerization,14/748,30/1817,0.466666667,1.133600713,0.617059433,0.33068955,0.936058879,0.896872148,Q15691/Q8WVK7/P27816/Q9BSJ2/O95834/Q9P270/Q5T5Y3/Q6QNY1/Q14008/Q9H6D7/Q96SN8/Q9H4B7/Q02790/Q9Y295,14
BP,GO:0042773,ATP synthesis coupled electron transport,14/748,30/1817,0.466666667,1.133600713,0.617059433,0.33068955,0.936058879,0.896872148,P31930/P07919/P20674/P15954/P99999/Q99497/P31040/Q9Y6M9/P28331/P09622/O95139/P22695/P14927/P14635,14
BP,GO:0042775,mitochondrial ATP synthesis coupled electron transport,14/748,30/1817,0.466666667,1.133600713,0.617059433,0.33068955,0.936058879,0.896872148,P31930/P07919/P20674/P15954/P99999/Q99497/P31040/Q9Y6M9/P28331/P09622/O95139/P22695/P14927/P14635,14
BP,GO:0044839,cell cycle G2/M phase transition,14/748,30/1817,0.466666667,1.133600713,0.617059433,0.33068955,0.936058879,0.896872148,Q9UN37/Q92878/Q9NXR7/Q13564/Q9BQ15/P23921/O75367/Q96BK5/Q9NYP3/P20248/Q9HAW4/P06748/P14635/P49959,14
BP,GO:0019941,modification-dependent protein catabolic process,53/748,122/1817,0.43442623,1.055284036,0.52870653,0.330925466,0.936058879,0.896872148,Q9UN37/P15374/P43686/P17980/P46379/P08238/Q9H7D7/O43765/Q13200/P54727/P55072/P61086/Q16186/Q99497/P42771/Q7Z6E9/Q13263/P46777/Q15369/P20618/Q13620/O95071/P60900/Q9BTA9/Q15366/Q9P0J7/Q92530/Q14669/Q9NV92/Q15008/Q9NWU2/P63244/O43242/P25786/P62913/Q9UNM6/O75844/A0AVT1/P63208/P62195/P09936/P28074/P22314/Q16763/P55036/Q8N3C0/Q96EY5/Q99460/P36776/O15294/P78317/P62081/Q16531,53
BP,GO:0043632,modification-dependent macromolecule catabolic process,53/748,122/1817,0.43442623,1.055284036,0.52870653,0.330925466,0.936058879,0.896872148,Q9UN37/P15374/P43686/P17980/P46379/P08238/Q9H7D7/O43765/Q13200/P54727/P55072/P61086/Q16186/Q99497/P42771/Q7Z6E9/Q13263/P46777/Q15369/P20618/Q13620/O95071/P60900/Q9BTA9/Q15366/Q9P0J7/Q92530/Q14669/Q9NV92/Q15008/Q9NWU2/P63244/O43242/P25786/P62913/Q9UNM6/O75844/A0AVT1/P63208/P62195/P09936/P28074/P22314/Q16763/P55036/Q8N3C0/Q96EY5/Q99460/P36776/O15294/P78317/P62081/Q16531,53
BP,GO:0031396,regulation of protein ubiquitination,20/748,44/1817,0.454545455,1.104156539,0.584895632,0.331235866,0.936058879,0.896872148,P98170/P08238/P11021/Q99497/P42771/Q9H4A3/P46777/P26368/Q9NV92/P31689/O00571/Q96BK5/Q96EY1/P62913/P62937/P63208/P07900/Q16763/O15294/P62081,20
BP,GO:1902115,regulation of organelle assembly,17/748,37/1817,0.459459459,1.116093366,0.596647923,0.331725482,0.936061889,0.896875033,Q14157/Q00839/Q8WUM4/P06396/Q14444/P12270/P27816/Q14694/Q13283/Q14204/Q9UHD8/A5YKK6/Q96PK6/Q96SN8/P06748/Q9Y295/P78317,17
CC,GO:0043292,contractile muscle fiber,15/757,34/1854,0.441176471,1.080503536,0.393460423,0.410221819,0.937455833,0.892551089,P21333/Q01082/P06733/P35659/P18206/O75369/Q09666/P60900/Q15149/P30626/Q96HC4/Q05682/P50479/P51114/O43707,15
CC,GO:0042581,specific granule,7/757,15/1854,0.466666667,1.142932629,0.46160285,0.415847642,0.937455833,0.892551089,Q13813/O00264/P18206/Q07065/P50995/Q9BS26/Q14974,7
CC,GO:0072562,blood microparticle,7/757,15/1854,0.466666667,1.142932629,0.46160285,0.415847642,0.937455833,0.892551089,P02768/P06396/P07737/P11142/Q9BY44/P62195/P02786,7
CC,GO:0009986,cell surface,22/757,51/1854,0.431372549,1.056492346,0.339749769,0.419494413,0.937455833,0.892551089,P10809/Q00839/P08238/P06576/P06733/P11142/P07237/Q9HDC9/P11021/P14174/Q9Y490/P08195/P25705/P13667/Q9UNN8/Q9BS26/Q4VCS5/Q12907/P06213/P07900/Q13740/P02786,22
CC,GO:0005815,microtubule organizing center,60/757,143/1854,0.41958042,1.027611754,0.285442967,0.420237527,0.937455833,0.892551089,Q15154/Q08211/Q9UN37/P50402/Q9Y5K6/P08670/Q9UPT5/Q00839/Q9NR09/Q6NT76/Q13045/Q8WUM4/Q9Y6G9/Q15691/P27816/P50991/Q9Y3D8/P25205/Q7Z6E9/Q14204/Q9Y697/Q9BSJ2/P40925/Q9P270/P11413/O43809/Q9UNN8/Q9P287/O00571/P48643/P25786/Q5T5Y3/Q14166/P50990/Q6QNY1/Q14008/P20248/P36405/Q9H6D7/P62826/Q96SN8/P63208/Q9NRG9/P29966/O75934/P12004/P28074/Q69YQ0/P36873/Q9Y6A5/P06748/Q9Y230/Q9Y6D9/Q96EY5/O60610/P14635/Q9Y265/P62081/O14530/P11388,60
CC,GO:0098687,chromosomal region,48/757,114/1854,0.421052632,1.031217409,0.285730761,0.423695758,0.937455833,0.892551089,Q03188/P12956/Q00839/P62805/Q6NT76/P09874/O95229/Q92889/Q92878/Q9NTJ3/O43684/P12270/Q9Y6G9/P22626/P13010/Q8WVK7/P46060/P25205/Q92900/Q14566/Q86V81/Q8N3U4/Q9HAF1/Q02224/P33992/Q9BQ15/P39748/Q9UQE7/P55735/Q15019/O75367/Q96BK5/Q15021/Q13185/Q15185/Q14008/O75164/P12004/P36873/Q96JM3/Q9Y6D9/Q8WYP5/Q8N954/P14635/P49959/P30153/Q16531/P11388,48
CC,GO:0030427,site of polarized growth,14/757,32/1854,0.4375,1.071499339,0.338832584,0.433410521,0.937455833,0.892551089,Q9Y5K6/P21333/Q9UPT5/P08238/Q9NZI8/Q7Z570/Q16643/Q5T1M5/P07900/P46940/P53621/Q9UN36/Q02790/Q14247,14
CC,GO:0016323,basolateral plasma membrane,9/757,20/1854,0.45,1.102113606,0.381312711,0.434195531,0.937455833,0.892551089,P05023/P08195/Q15043/Q9BY67/Q9Y6M7/Q96DB9/P07900/P46940/P02786,9
CC,GO:0045111,intermediate filament cytoskeleton,9/757,20/1854,0.45,1.102113606,0.381312711,0.434195531,0.937455833,0.892551089,P08670/P56537/P11142/Q14694/Q15149/Q9UHR5/P50990/P07197/Q9UBK8,9
CC,GO:0098984,neuron to neuron synapse,21/757,49/1854,0.428571429,1.049632006,0.292417663,0.439042426,0.937455833,0.892551089,Q01082/P62269/Q9UEY8/Q15365/P11142/Q14103/P05023/Q01469/P30050/Q15366/Q9UJU6/Q96HC4/Q14152/P62917/Q4VCS5/Q16643/Q9BY67/P62851/Q9NQX3/P25685/P39019,21
CC,GO:0005769,early endosome,23/757,54/1854,0.425925926,1.043152796,0.267271041,0.446430757,0.937455833,0.892551089,O75436/Q9UN37/O43752/P10809/Q14694/Q8NB49/Q96L92/Q9UJU6/Q15043/Q9Y2I1/Q9P2R3/P36507/Q8IV08/P42566/Q9UKG1/O75844/Q5T1M5/Q9BZF3/P50479/Q92542/O14617/Q99961/P02786,23
CC,GO:0001725,stress fiber,11/757,25/1854,0.44,1.077622193,0.324512474,0.447661493,0.937455833,0.892551089,Q9Y613/O75369/Q9UHD8/P35579/Q96HC4/Q05682/Q9UI08/Q4VCS5/Q9BR76/P50479/O43707,11
CC,GO:0005777,peroxisome,11/757,25/1854,0.44,1.077622193,0.324512474,0.447661493,0.937455833,0.892551089,Q99614/P08670/P29401/P04040/O00116/P51659/Q6YN16/A5YKK6/P36507/P00441/O95573,11
CC,GO:0032838,plasma membrane bounded cell projection cytoplasm,11/757,25/1854,0.44,1.077622193,0.324512474,0.447661493,0.937455833,0.892551089,Q6PJT7/P27816/P46060/Q14204/Q9UHD8/P00441/Q15019/Q6QNY1/P09936/O14617/P68371,11
CC,GO:0042579,microbody,11/757,25/1854,0.44,1.077622193,0.324512474,0.447661493,0.937455833,0.892551089,Q99614/P08670/P29401/P04040/O00116/P51659/Q6YN16/A5YKK6/P36507/P00441/O95573,11
CC,GO:0097517,contractile actin filament bundle,11/757,25/1854,0.44,1.077622193,0.324512474,0.447661493,0.937455833,0.892551089,Q9Y613/O75369/Q9UHD8/P35579/Q96HC4/Q05682/Q9UI08/Q4VCS5/Q9BR76/P50479/O43707,11
BP,GO:0001818,negative regulation of cytokine production,7/748,14/1817,0.5,1.214572193,0.673999325,0.339766545,0.938092691,0.898820818,Q9Y5K6/Q96PU8/P31483/P51114/P09211/Q9UN36/O75531,7
BP,GO:0016925,protein sumoylation,7/748,14/1817,0.5,1.214572193,0.673999325,0.339766545,0.938092691,0.898820818,Q9UBE0/P46060/Q99497/P42771/Q13263/P49792/Q04206,7
BP,GO:0030834,regulation of actin filament depolymerization,7/748,14/1817,0.5,1.214572193,0.673999325,0.339766545,0.938092691,0.898820818,Q13813/Q01082/Q13045/Q9UEY8/P06396/P47755/O75083,7
BP,GO:0031122,cytoplasmic microtubule organization,7/748,14/1817,0.5,1.214572193,0.673999325,0.339766545,0.938092691,0.898820818,Q15154/Q9Y490/Q14204/Q9BSJ2/Q9P270/Q14974/Q99426,7
BP,GO:0032507,maintenance of protein location in cell,7/748,14/1817,0.5,1.214572193,0.673999325,0.339766545,0.938092691,0.898820818,Q00839/P06396/P11021/P46060/Q99497/Q16643/P63208,7
BP,GO:0038034,signal transduction in absence of ligand,7/748,14/1817,0.5,1.214572193,0.673999325,0.339766545,0.938092691,0.898820818,Q13158/O43524/P30154/P32119/P35221/Q07820/P30153,7
BP,GO:0045070,positive regulation of viral genome replication,7/748,14/1817,0.5,1.214572193,0.673999325,0.339766545,0.938092691,0.898820818,P11940/O00571/P62937/O95292/Q6PKG0/Q16531/P11388,7
BP,GO:0045824,negative regulation of innate immune response,7/748,14/1817,0.5,1.214572193,0.673999325,0.339766545,0.938092691,0.898820818,P09874/Q96EY1/Q14166/Q9NX58/Q6Y7W6/P39019/O75531,7
BP,GO:0045911,positive regulation of DNA recombination,7/748,14/1817,0.5,1.214572193,0.673999325,0.339766545,0.938092691,0.898820818,P35637/P09874/Q9HAF1/Q99873/Q9Y230/Q9Y265/P02786,7
BP,GO:0090224,regulation of spindle organization,7/748,14/1817,0.5,1.214572193,0.673999325,0.339766545,0.938092691,0.898820818,Q00839/P12270/Q14204/Q00610/Q9Y6A5/Q9Y295/P78317,7
BP,GO:0097192,extrinsic apoptotic signaling pathway in absence of ligand,7/748,14/1817,0.5,1.214572193,0.673999325,0.339766545,0.938092691,0.898820818,Q13158/O43524/P30154/P32119/P35221/Q07820/P30153,7
BP,GO:1990000,amyloid fibril formation,7/748,14/1817,0.5,1.214572193,0.673999325,0.339766545,0.938092691,0.898820818,P50402/P35637/P06396/P42771/P61758/O60925/O15212,7
BP,GO:2000765,regulation of cytoplasmic translation,7/748,14/1817,0.5,1.214572193,0.673999325,0.339766545,0.938092691,0.898820818,Q08211/Q00839/P14618/Q9NZI8/Q14103/O75534/P11940,7
BP,GO:0051253,negative regulation of RNA metabolic process,78/748,182/1817,0.428571429,1.041061879,0.488354851,0.340136971,0.938092691,0.898820818,Q08211/Q7Z5L9/Q9UK53/Q96PU8/Q15233/P21333/P12956/Q00839/Q16629/Q6NT76/P35637/P06733/P09874/Q01130/Q9NZI8/P61201/P12270/P11142/P22626/P13010/P61978/Q14103/Q96T58/O43524/O15164/O14776/O75534/P42771/Q9Y5V3/Q13263/P98175/P27635/P11940/Q6PD62/P26368/P23246/Q9UKV3/Q04206/A5YKK6/Q06546/Q12830/Q8N7H5/Q4VCS5/Q86UE4/O75367/P17844/Q56P03/Q9H7S9/Q32MZ4/Q96EY1/P05412/P26599/P38159/Q13185/Q9Y3F4/Q96F45/Q13247/Q9NYF8/P47897/Q9NX58/P25685/O75164/P62195/P12004/O75496/Q9UQ80/P51114/Q6W2J9/Q12906/Q6PKG0/Q9Y230/P18847/Q9NR30/P82979/Q96F44/O15294/Q9UNF1/Q92794,78
BP,GO:0010558,negative regulation of macromolecule biosynthetic process,128/748,302/1817,0.42384106,1.02957113,0.470635784,0.341352214,0.938092691,0.898820818,Q08211/Q7Z5L9/P98170/Q9Y5K6/Q9UK53/Q92841/Q96PU8/P08670/Q15233/P21333/P12956/Q00839/Q16629/Q6NT76/P13489/P35637/P06733/Q9BRX2/P09874/Q6P2E9/Q86TB9/Q6PJT7/Q14444/Q01130/P04406/Q9NZI8/P61201/P56537/P12270/P11142/P22626/P13010/Q15024/P61978/P31483/O75694/Q14103/P14174/Q96T58/O15116/O43524/O15164/O14776/Q99497/O75534/P42771/Q9Y5V3/Q92900/Q00610/Q92945/Q13263/P98175/P27635/P11940/Q15369/Q8NC51/Q6PD62/Q8NDV7/P07814/O95071/P26368/P23246/O95758/Q9BXP5/Q14669/Q9NV92/Q9UKV3/Q9C0C2/Q04206/A5YKK6/Q06546/Q12830/O00571/Q8N7H5/Q4VCS5/P63244/Q86UE4/O75367/Q96BK5/P17844/Q56P03/Q9H7S9/Q32MZ4/Q96EY1/P05412/P84103/P26599/P38159/Q9Y2L1/Q13185/Q9Y3F4/O75844/Q96F45/Q13247/P62826/Q9NYF8/P47897/Q9Y5S9/Q9NX58/Q13310/P25685/Q9GZS3/O75164/Q6Y7W6/P62195/Q8ND56/P12004/O75496/Q15631/Q9UQ80/P06748/P51114/P09211/Q9UN36/Q6W2J9/Q04637/Q12906/Q6PKG0/Q9Y230/Q9Y450/P18847/Q9NR30/O75531/P82979/Q96F44/O15294/Q9UNF1/Q92794,128
BP,GO:0010562,positive regulation of phosphorus metabolic process,25/748,56/1817,0.446428571,1.084439458,0.536759375,0.342748572,0.938092691,0.898820818,P12956/P06733/Q92878/P13010/Q05639/P55072/P14174/P61086/Q99497/Q9Y5V3/Q02224/Q9C0C2/P36507/O00571/P63244/O95573/P62937/P06213/P07900/P09936/Q9HAW4/P46940/Q04637/P49959/P02786,25
BP,GO:0045937,positive regulation of phosphate metabolic process,25/748,56/1817,0.446428571,1.084439458,0.536759375,0.342748572,0.938092691,0.898820818,P12956/P06733/Q92878/P13010/Q05639/P55072/P14174/P61086/Q99497/Q9Y5V3/Q02224/Q9C0C2/P36507/O00571/P63244/O95573/P62937/P06213/P07900/P09936/Q9HAW4/P46940/Q04637/P49959/P02786,25
BP,GO:1901988,negative regulation of cell cycle phase transition,22/748,49/1817,0.448979592,1.090636255,0.537871742,0.345559214,0.938092691,0.898820818,Q9UN37/O95229/Q92878/O43684/P12270/Q9Y6G9/Q9NXR7/Q13564/Q9BTA9/Q9BQ15/O75367/Q96BK5/Q9NYP3/Q96SN8/Q6Y7W6/Q9HAW4/Q8IUI8/Q9Y6D9/P14635/Q13123/P49959/Q14676,22
BP,GO:1903313,positive regulation of mRNA metabolic process,22/748,49/1817,0.448979592,1.090636255,0.537871742,0.345559214,0.938092691,0.898820818,Q08211/Q96PU8/Q00839/P30041/Q86TB9/Q14444/Q9NZI8/P11142/Q14103/O15116/O75534/Q92900/Q92945/P11940/Q8NDV7/Q9C0C2/A5YKK6/P38159/Q9Y2L1/Q6Y7W6/P51114/P98179,22
BP,GO:0009628,response to abiotic stimulus,62/748,144/1817,0.430555556,1.04588161,0.479834859,0.346318537,0.938092691,0.898820818,Q99615/P10809/P12956/P08238/Q00059/P35520/P06733/P09874/P14625/P06396/Q92889/Q13158/P12270/P11142/Q15904/P54886/P13010/P07237/P04040/Q9NXR7/Q9NS18/Q14103/P55072/O94966/O43524/Q15054/P05023/Q9H4A3/P04179/Q13620/P55786/Q15149/P10155/Q9BQ15/Q9C0C2/Q04206/P39748/P23921/P00558/P31689/P00441/O00571/O95202/O94782/Q96EY1/P35237/P62258/P29692/O75844/P20248/P25685/P07900/P12004/P36873/P06748/Q9UHD1/Q9Y4L1/Q9Y230/P36776/Q15046/P02786/Q16531,62
BP,GO:0015986,proton motive force-driven ATP synthesis,10/748,21/1817,0.476190476,1.156735421,0.604148227,0.347839775,0.938092691,0.898820818,P36542/P06576/P31040/P25705/Q9Y6M9/P28331/O75964/P30049/P24539/O95139,10
BP,GO:0062207,regulation of pattern recognition receptor signaling pathway,10/748,21/1817,0.476190476,1.156735421,0.604148227,0.347839775,0.938092691,0.898820818,P98170/P09874/P11142/Q15366/O00571/Q9UKG1/P62258/O75531/Q96F44/O15294,10
BP,GO:2000059,negative regulation of ubiquitin-dependent protein catabolic process,10/748,21/1817,0.476190476,1.156735421,0.604148227,0.347839775,0.938092691,0.898820818,P46379/P08238/O43765/Q99497/P42771/P46777/Q9BTA9/P62913/O15294/P62081,10
BP,GO:0030003,intracellular monoatomic cation homeostasis,19/748,42/1817,0.452380952,1.09889865,0.542295124,0.34794917,0.938092691,0.898820818,P21333/P06576/P14625/Q15904/P05023/Q01970/Q16891/Q9ULF5/Q15043/P30626/P00441/O95202/Q9Y6M7/P62258/Q8IWX8/O95292/P00918/O60610/P02786,19
BP,GO:0048511,rhythmic process,19/748,42/1817,0.452380952,1.09889865,0.542295124,0.34794917,0.938092691,0.898820818,Q08211/Q15233/Q00839/P09874/P11142/Q14103/O43524/Q9Y5V3/P23246/P63244/P17844/Q13185/P12004/P36873/Q06210/P51114/O15294/Q16531/P11388,19
BP,GO:0009266,response to temperature stimulus,16/748,35/1817,0.457142857,1.110466005,0.551859708,0.349621704,0.938092691,0.898820818,Q99615/P10809/P08238/P12270/P11142/P54886/Q9NS18/P55072/P31689/P00441/Q96EY1/P62258/P29692/P25685/P07900/Q9UHD1,16
BP,GO:1902904,negative regulation of supramolecular fiber organization,16/748,35/1817,0.457142857,1.110466005,0.551859708,0.349621704,0.938092691,0.898820818,Q13813/Q01082/Q13045/Q9UEY8/P06396/P07737/P11142/Q15691/O95834/P60983/P47755/Q9BR76/P61758/O60925/Q02790/O15212,16
BP,GO:0002237,response to molecule of bacterial origin,13/748,28/1817,0.464285714,1.127817036,0.570009975,0.350003566,0.938092691,0.898820818,P98170/P08670/P14174/Q92900/P04179/Q6PD62/Q04206/Q8N7H5/Q86UE4/P32119/P09211/P55084/Q6P2Q9,13
BP,GO:0009411,response to UV,13/748,28/1817,0.464285714,1.127817036,0.570009975,0.350003566,0.938092691,0.898820818,P09874/Q92889/P04040/Q15054/Q13620/P10155/Q04206/P39748/O94782/P12004/P06748/Q9Y230/Q16531,13
BP,GO:0010959,regulation of metal ion transport,13/748,28/1817,0.464285714,1.127817036,0.570009975,0.350003566,0.938092691,0.898820818,P21333/O14745/P05023/Q9H4A3/Q09666/P21796/P30626/P11413/P62258/Q96DB9/Q9H3N1/O60610/O43707,13
BP,GO:0032388,positive regulation of intracellular transport,13/748,28/1817,0.464285714,1.127817036,0.570009975,0.350003566,0.938092691,0.898820818,Q15154/Q08211/P50402/O00410/P21333/P12270/Q92688/Q14204/Q13263/O95071/P62258/P62826/P07900,13
BP,GO:0042063,gliogenesis,13/748,28/1817,0.464285714,1.127817036,0.570009975,0.350003566,0.938092691,0.898820818,Q96PU8/P08670/O43175/Q07955/Q13620/Q15149/Q04206/P36507/P00441/O75164/P36873/Q92542/O75083,13
BP,GO:0051223,regulation of protein transport,30/748,68/1817,0.441176471,1.071681346,0.503831798,0.350521496,0.938092691,0.898820818,Q15154/P50402/O00410/Q9Y5K6/P21333/O00264/P17858/P22059/P12270/P11142/Q9NPA8/Q92688/P46060/Q96KC8/Q99497/P42771/Q16836/Q13263/Q6WKZ4/O95071/Q9NV92/P30626/P31689/P63244/O95573/P62937/P62258/P62826/P07900/Q14C86,30
BP,GO:0002253,activation of immune response,27/748,61/1817,0.442622951,1.075195056,0.49958779,0.354456472,0.938092691,0.898820818,O00410/P98170/Q9Y5K6/Q15233/P10809/P46379/P12956/P09874/P43243/P11142/P13010/Q9H4A3/P52735/Q9ULF5/P23246/Q15366/Q04206/Q96PK6/O00571/Q9UKG1/Q96EP0/P62258/P07900/Q8ND56/O75531/Q96F44/O15294,27
BP,GO:0050790,regulation of catalytic activity,66/748,154/1817,0.428571429,1.041061879,0.445423295,0.358124682,0.938092691,0.898820818,Q08211/O00410/Q86VP6/P98170/P50454/P10809/P12956/Q00839/Q9NR09/P09874/P06396/Q13158/P04406/Q92878/P13010/O14745/Q92688/Q05639/P55072/P14174/P46060/Q99497/P42771/Q9Y5V3/Q9H4A3/Q9NRX5/P46777/P52735/Q06323/Q8WVB6/Q02224/O95373/P61289/P35249/P36507/Q9P287/P31689/Q96B36/P00441/O00571/P63244/O75367/Q96EY1/P35237/P62913/P62937/P06213/P63208/P47897/Q9P2J5/P07900/P12004/P09936/Q9HAW4/P46940/Q16763/P06748/P07602/Q92542/P09211/Q9UHD1/Q9UL46/O75531/Q9UBK8/P49959/P62081,66
BP,GO:0010948,negative regulation of cell cycle process,24/748,54/1817,0.444444444,1.079619727,0.496719574,0.358350833,0.938092691,0.898820818,Q9UN37/O95229/Q92878/O43684/P12270/Q9Y6G9/Q9NXR7/Q13564/Q9BTA9/Q9BQ15/Q96PK6/O75367/Q96BK5/Q9NYP3/Q96SN8/Q6Y7W6/Q9HAW4/P06748/Q8IUI8/Q9Y6D9/P14635/Q13123/P49959/Q14676,24
BP,GO:0032446,protein modification by small protein conjugation,53/748,123/1817,0.430894309,1.046704491,0.448615594,0.360202814,0.938092691,0.898820818,Q86VP6/P98170/P15374/P08238/Q9NR09/P61201/Q9UBE0/P55072/P11021/P46060/P61086/O15164/Q99497/P42771/Q7Z6E9/Q13564/Q9H4A3/Q13098/Q13263/P46777/Q15369/Q13620/O95071/P26368/P55786/Q9P0J7/P49792/Q9UBW8/Q14669/Q9NV92/Q04206/P31689/O00571/P63244/Q96BK5/Q96EY1/P62913/Q96EP0/P62937/A0AVT1/P63208/P07900/P22314/Q16763/Q9BT78/Q9BTT4/Q13867/Q96F44/O15294/P78317/P62081/Q16531/Q9GZZ9,53
BP,GO:0071407,cellular response to organic cyclic compound,32/748,73/1817,0.438356164,1.064830415,0.472810227,0.360535945,0.938092691,0.898820818,Q08211/Q92841/P21333/Q00839/P09874/P14625/Q6UUV7/P11142/O14745/Q14103/O43524/O15164/Q99497/P05023/P25705/O95071/A5YKK6/P31689/P17844/Q9H7S9/Q15185/P20248/P62826/P35221/P06748/Q9H446/Q92542/Q6PKG0/Q9Y230/Q02790/O60610/Q9GZZ9,32
BP,GO:0000956,nuclear-transcribed mRNA catabolic process,21/748,47/1817,0.446808511,1.085362385,0.495848158,0.362137108,0.938092691,0.898820818,Q08211/Q00839/Q9BRX2/Q6P2E9/Q86TB9/Q14444/Q9NZI8/Q15024/Q14103/O15116/O75534/Q92900/P11940/Q8NDV7/Q9C0C2/A5YKK6/P17844/Q9Y2L1/Q9Y5S9/Q9GZS3/Q9Y450,21
BP,GO:0045727,positive regulation of translation,21/748,47/1817,0.446808511,1.085362385,0.495848158,0.362137108,0.938092691,0.898820818,Q08211/Q00839/P14618/Q9NZI8/P56537/Q14103/O75534/P46777/P11940/P13639/O00571/Q92552/O43432/Q99873/P06748/P51114/Q04637/Q6PKG0/P62701/P98179/O15294,21
BP,GO:1902679,negative regulation of RNA biosynthetic process,63/748,147/1817,0.428571429,1.041061879,0.434269294,0.362930179,0.938092691,0.898820818,Q7Z5L9/Q9UK53/Q15233/P21333/P12956/Q00839/Q6NT76/P06733/P09874/Q01130/P61201/P12270/P11142/P22626/P13010/P61978/Q96T58/O43524/O15164/O14776/P42771/Q9Y5V3/Q13263/P98175/P27635/Q6PD62/P23246/Q04206/A5YKK6/Q06546/Q12830/Q8N7H5/Q4VCS5/Q86UE4/O75367/P17844/Q56P03/Q9H7S9/Q32MZ4/Q96EY1/P05412/Q13185/Q9Y3F4/Q96F45/Q9NYF8/P47897/Q9NX58/P25685/O75164/P62195/P12004/O75496/Q9UQ80/Q6W2J9/Q12906/Q9Y230/P18847/Q9NR30/P82979/Q96F44/O15294/Q9UNF1/Q92794,63
